text,labels
The pathogenesis of these symptoms is similar to each other despite of different causative organism.,0
The mortality rate of the COVID-19 positive group was 1.5% (n=42).,0
U.S. Rep. Ilhan Omar said she wants Americans to wear traditional Muslim coverings to avoid spreading the coronavirus.,1
Astrologers had predicted the appearance of a coronavirus in 2020.,1
"Participants completed an online diary for 3 days, reporting on daily social distancing behaviors, psychological wellbeing/resources, social/interpersonal connection with others, health behaviors, and health outcomes.",0
The Torre Latinoamericana in Mexico City was illuminated due to the pandemic.,1
"Background: Coronavirus disease 2019 (COVID-19), caused by Severe Acute Respiratory Syndrome-Corona Virus 2 has generated significant impact on global health worldwide.",0
Coronavirus stays in throat for four days before arriving lungs.,1
"Its logo resemble the Umbrella Corporation, from the video game Resident Evil.",1
Video of a train carrying the trucks with essential goods during the current lockdown in India.,1
The mean (SD) age among participants (18 888 men [49.0%]) was 70.2 (15.5) years.,0
"In addition, reduction in effective contact rate with isolated patients is also essential in bringing down the epidemic threshold (Rc) below unity.",0
Viral WhatsApp message advises against purchasing used clothing as they expose buyers to COVID-19.,1
"This analysis aims to project the mortality and risk factor of disease until 2040, based on past trends.",0
People yelled “Grazie Cina”.,1
"Of 228 patients assessed, in 46.9% (N=107) COVID-19 and lockdown restrictions were identified as influencing self-harm.",0
"The World Health Organization's (WHO) workplace health and safety guidelines on COVID-19 are unacceptably complacent in parts, patently dangerous in others, and contain serious gaps.",0
"A Facebook post shared thousands of times claims that Russian President Vladimir Putin ordered Covid-Organics, a herbal drink touted by Madagascan President Andry Rajoelina as a cure for COVID-19.",1
Pune-based doctor Megha Vyas died of COVID-19 while treating patients infected with coronavirus.,1
"Zones partition, dedicated in-hospital pathways for HCWs, strict Infection Prevention and Control (IPC) measures and constant staff supervision were key components of our strategy to limit the risk of occupational infection for HCWs.",0
The objective of this work is to suggest guidelines to implement a unified medical prescription in Lebanon.,0
Claim that coronavirus is a false pandemic.,1
Everyone in Israel drinks a cup of hot water with lemon and a little soda every night.,1
"Friends, this is not fake news so I request you to kindly share it maximum so all coronavirus patients are treated in time.”",1
"In this review, we summarized SARS-CoV-2 laboratory diagnostic schemes, pathophysiological indices of tissues and organs of COVID-19 patients, and laboratory diagnostic strategies for distinct disease stages.",0
Israel has the best situation in the world in the face of the coronavirus pandemic without isolation measures.,1
"The study considers epidemiologic data for all 110 Italian provinces, as reported by the Italian Statistics Institute, over the period 20 February–31 March 2020.",0
"The current pandemic has been declared as a Public Health Emergency of International Concern (PHEIC) by the World Health Organization (WHO) on January 30, 2020",0
Says Dr. Anthony Fauci’s name appears on “4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”,1
The 4 WOC nurses acted as quality improvement project directors and as participants.,0
"We performed a descriptive analysis and content analysis based on an online survey among clinicians, researchers and organizations.",0
Single suicide attempters (SSAs) and multiple suicide attempters (MSAs) represent distinct subgroups of individuals with specific risk factors and clinical characteristics.,0
"Overall, 1800 individuals participated between the 2 polls and weights were used in the analysis to adjust for nonresponse.",0
"Data collection was performed using a standardized risk perception assessment questionnaire, in April 2020.",0
Economist Stefan Homburg says the reproduction number of the coronavirus published by the German Robert Koch Institute shows that the lockdown in Germany was neither necessary nor effective.,1
"Even though face masks are well accepted as tools useful in reducing COVID-19 transmissions, their effectiveness in reducing viral loads in the respiratory tract is unclear.",0
Denmark passed from 200 new cases of COVID-19 in one day to only 26 cases.,1
"Kenyan First Lady Margaret Kenyatta is giving out Ksh30,000 grants to help Kenyans during the COVID-19 pandemic.",1
Conclusion Smartphone-based apps were easy to download and can be used for checking patient's distance and near visual acuity.,0
"A Russian drug called Arbidol, cures coronavirus.",1
Mobile technologies have rapidly developed; communication apps such as WeChat (one of the largest social networking platforms in China) are widely used and have the potential to conveniently improve health behaviors.,0
"U.S. House Speaker Nancy Pelosi was in Wuhan, China, six days after the impeachment proceedings against President Trump ended.",1
Video of a Tablighi Jamaat member roaming naked and creating ruckus in the isolation ward.,1
Virus culture was successful in 80% of specimens with a Ct value <25.,0
The majority of Providers reported they were actively delivering SafeCare virtually and were comfortable with the delivery format.,0
Says kitchen worker in viral video is potentially spreading coronavirus by blowing into food containers.,1
Pharmacotherapy plays a central role for the treatment of advanced cancer.,0
Video of the American Army distributing the coronavirus in China.,1
"As such, some infections directly affect the central nervous system (CNS) and alter the genes that involved in neurobiological pathways and NPDs.",0
We found that these deletions resulted in a false negative result for the spike target of a commercial RT-PCR assay.,0
A Facebook user shared a video that shows a flock of birds on a road in Chandigarh.,1
PM Modi has announced the extension of the All-India Lockdown until 5/4/20.,1
"An audio message circulating in India claimed that in Wuhan, China, many people recovered from coronavirus without going to hospital after drinking ot water and steam inhalation.",1
METHODS: One hundred five patients with confirmed COVID-19 were enrolled from 11 January to 9 February 2020.,0
Re-organization of a hospital in order to adopt a hub-and-spoke model resulted feasible and allowed to face acute coronary syndrome and other time-sensitive medical emergencies timely and safely.,0
The Self-Care of Heart Failure Index (SCHFI) is a theoretically driven instrument developed for this purpose.,0
"According to Bill Gates, the COVID-19 RNA vaccine will permanently alter our DNA.",1
The COVID-19 has been invented by a big French public medical institute (Institut Pasteur).,1
Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,1
Did Chinese Doctors Confirm African People Are Genetically Resistant to Coronavirus?,1
A neutralizing assay was performed on a subgroup of formerly positives sera using fifty-percent tissue culture infective dose (TCID50) as endpoint dilution to produce a cytopathic effect in 50% of inoculated Vero E6 cells culture.,0
"In an Ethiopian Airlines flight from Italy to Addis Ababa airport this evening, most of the passengers are infected with the virus, and there is no strength except in God.",1
The 40% of the Italian Hospital staff is infected with coronavirus,1
A total of 815 patients with 856 patient encounters were included.,0
"“The blood test for coronavirus costs $3,200.”",1
Multiple posts shared with a picture of a hand-cuffed Bill Gates being led away by FBI agents allege the US billionaire has been arrested for biological terrorism.,1
"Social media accounts purporting to represent the Nigeria Centre for Disease Control have proliferated since February, when Africa’s most populous country recorded its first case of COVID-19.",1
Lonely Ka’bah from Tawaf after Saudi Arabia makes policy on coronavirus.,1
There is a massive amount of under-utilized data and knowledge about RNA viruses highly relevant to SARS-CoV-2 and their hosts’ proteins.,0
Doctor Li Wenliang and a hospital in China suggest drinking tea for coronavirus patients.,1
We speculate that narrow transmission bottlenecks and the lack of pervasive positive selection combine to constrain the pace of ongoing SARS-CoV-2 adaptive evolution in mammalian hosts.,0
Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”,1
Here we present an autopsy-proven case of fatal human coronavirus (HCoV)-OC43 encephalitis in an infant with aplastic thymus and chronic T-cell lymphopenia.,0
Walmart is giving away $ 250 free food to everyone this week to support the nation in Mexico.,1
"The review emphasizes research on early life risk factors (fetal growth restriction, maternal obesity, placental microorganisms, and socioeconomic adversity) and on mechanisms (disrupted placental processes and perinatal inflammation) underlying inter-individual differences in neurodevelopment later in life.",0
Myanmar government announced the exact date for schools to reopen.,1
Boiled eggs can treat coronavirus.,1
"Previous or current evidence of deep vein thrombosis, a Wells score above four points, and serum D-dimer levels five times above age-adjusted upper normal values were associated with pulmonary embolism.",0
"In this retrospective study, we analyzed all patients with confirmed SARS‐CoV‐2 or influenza A/B infection, ARDS and V‐V ECMO, treated at our medical intensive care unit (ICU) between October 2010 and June 2020.",0
A Chinese woman in Mombasa was attacked and killed after showing flu-like symptoms and refusing to go to hospital.,1
A video says that a Japanese doctor has proven that coronavirus is airborne.,1
Did the Same Person ‘Die Twice’ from COVID-19?,1
Clapping together at 5 p.m. will create a vibration which will destroy coronavirus.,1
"The WHO alerted about a new outbreak of “Nipah” virus, which is more lethal than the novel coronavirus.",1
"AFP Fact Check found the items for sale online in various countries, including Lebanon, Malaysia and the Philippines.",1
INTRODUCTION: The outbreak of a highly infectious respiratory disease – COVID-19 - has spread globally and a novel type of coronavirus (SARS-CoV-2) was identified as its cause.,0
Medical school (63.6%) and hospital (44.8%) were the commonest work settings with 16.9% practicing in both of them.,0
Spain corrected their number of deaths by Covid-19 from more than 26.000 to 2.000.,1
This case presentation is of a 74-year-old woman with multiple medical problems who had ACP discussions in the context of proposed surgery for colon cancer.,0
A Whatsapp chain that says that consuming alkaline foods helps fight coronavirus.,1
Removal of waiting room chairs and the creation of new break areas allowed for social distancing.,0
Articles related to the virus were being rapidly published by January 2020.,0
All (HCWs) joining work back from the quarantine areas had a real-time polymerase chain reaction (qRT-PCR) test for SARS-CoV-2.,0
Anti-malaria drug Chloroquine is a definitive cure for COVID-19.,1
America “admits its sins“ and declares repentance after the spread of COVID-19.,1
"Here, we report the allosteric communication pathways in the main protease dimer by using two novel fully atomistic graph theoretical methods: Bond-to-bond propensity analysis, which has been previously successful in identifying allosteric sites without a priori knowledge in benchmark data sets, and, Markov transient analysis, which has previously aided in finding novel drug targets in catalytic protein families.",0
"There are two coronavirus cases in Bovalino (Reggio Calabria, Italy).",1
Thirty-six studies comprising 101 analyses were included.,0
"Besides, the interactive effect of different factors on COVID-19 incidence is analyzed using Geodetector; the impact of effective factors and interaction terms on COVID-19 is simulated with Geographically Weighted Regression (GWR) models.",0
A photo purporting to show a man walking through scores of corpses has been shared thousands of times in multiple posts on Facebook alongside a claim it shows that countries with high COVID-19 death tolls are euthanising elderly patients.,1
Congolese researcher Jérôme Munyangi is at the base of the discovery of COVID-Organics.,1
Two Chinese nationals in Kenya have been killed after allegedly escaping from quarantine at the Nairobi Airport.,1
A viral WhatsApp voice note in Nigeria claims that the coronavirus could kill up to 45 million Nigerians.,1
Says Bill O’Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,1
"Pro combines signatures representing equivalent families, domains or sites, and provides additional information such as descriptions, literature references and Gene Ontology (GO) terms, to produce a comprehensive resource for protein classification.",0
The official State Gazette published that homes can be expropriated in Spain due to the coronavirus crisis,1
"The joint evolution of the above parameters over time allows for a trustworthy and unbiased estimation of the dynamics of the epidemic, allowing us to clearly detect the qualitatively different character of the ‘so-called’ second wave with respect to the previous epidemic peak.",0
Sun and air can cure coronavirus.,1
It is consciously limited to cardiovascular diseases.,0
CONCLUSIONS: Measures of individual exposures to immunotoxic PFASs included short-chain PFBA known to accumulate in the lungs.,0
"The head of the USA Department of Health “J. Anthony” and the head of the Centers for Disease Control and Prevention (CDC) , Anthony Fauci, said that hair salons are responsible for 50 percent of all coronavirus death in the USA.",1
"Firstly, the current study retrieved the SARS-CoV-2 S and N protein sequences from the NCBI Database.",0
"Here, plasma-EDTA samples of 30 patients compared with age- and sex-matched controls were analyzed via untargeted nuclear magnetic resonance (NMR)-based metabolomics and lipidomics.",0
"The outcome measures were cure rate, lowering of body temperature, cough relief, improvement in chest computed tomography (CT) images, deterioration of condition, and adverse effects.",0
Image of Sevabharathi workers in India caught in Excise raid for illegally distilling alcohol.,1
Image claims to show dozens of coffins of Italians who have died from COVID-19.,1
A monkey has been infected with coronavirus in this photo.,1
Marine organisms inhabiting extreme habitats are a promising reservoir of bioactive compounds for drug discovery.,0
Total estimated seroprevalence in the US is estimated at 25.7 million cases.,0
Chloroquine was forbidden by a French government decree in January.,1
RESULTS: Fifty-seven (75%) of all stroke units in Spain responded to the survey.,0
"A picture of the Italian Prime Minister Giuseppe Conte, allegedly taken at the “Stati Generali” conference organized in Rome during the Covid-19 pandemic.",1
Queen Elizabeth II is infected with the new coronavirus.,1
Pennsylvania’s governor breaking his own social distancing rules in a photo.,1
"RESULTS: Our results provide evidence of vertical stratification in both alpha and beta (compositional) diversity of airborne bacterial communities, with diversity decreasing roughly with height.",0
He also supposedly chided medical frontliners and told them to do their jobs.,1
NTB was administered once daily by oral gavage (50mg/kg) till 16 weeks post-TAC.,0
Video of police killing COVID-19 affected people in China.,1
The goal of this challenge was to assess how well current speaker recognition technology is able to diarise and recognize speakers in unconstrained or `in the wild' data.,0
The frequency of BOS among the research group was 36.36%.,0
Claim that Indian prime minister Modi said one crore (ten million) COVID-19 infected patients have been treated for free.,1
Drinking water in which garlic was boiled will cure you from COVID-19.,1
"Although the cure for the SARS-CoV-2 virus (COVID-19) will come in the form of pharmaceutical solutions and/or a vaccine, one of the only ways to face it at present is to guarantee the best quality of health for patients, so that they can overcome the disease on their own.",0
Then don’t cry. (,1
"Therefore, these drugs could inhibit spike glycoprotein and prevent viral entry as possible anti-COVID-19 drugs.",0
"Early in the outbreak, blind insertion was recommended in our institution to reduce aerosolisation, this was rapidly changed to direct visualisation with laryngoscopy as our experience managing SARS-CoV-2 patients increased.",0
Why it’s dangerous to make your own hand sanitizer at home.,1
Dr. Fauci confirms to Congress how the vaccine increases the dangerousness of the novel coronavirus.,1
“DDP (Democratic Progressive Party) legislator Kao Chia-yu gave my mom two boxes of face masks since DDP has plenty and said the outbreak is out of control.”,1
Ibuprofen ramps up coronavirus 10 times.,1
"Tweeted initially by a former Bolsonaro minister, Osmar Terra, on 3/31/20.",1
METHODS: The active components of HZJD decoction were obtained from the Traditional Chinese Medicine Systems Pharmacology Database and Analysis Platform.,0
Indian superstar Aamir Khan distributed money inside wheat bags to the poor and needy in India.,1
Long-term care for older adults is in transition.,0
Eight regions in Perú have no plan to manage the coronavirus crisis.,1
"In rhinology, marked care is advised during nasal packing, electrocauterisation and use of high-speed rotating devices in potentially infected tissue as they are considerable aerosol- producing procedures.",0
"A photo shared hundreds of times on Facebook claims to show the American cable news channel CNN describing cases of COVID-19 in Nigeria as “false”, accusing the government of making them up to embezzle public funds.",1
The COVID-19 pandemic has claimed more than a million lives worldwide within a short time span.,0
"This study assessed the diagnostic performance of the new COVID-19 SEROSpeed IgM/IgG Rapid Test (BioSpeedia, spin-off of the Pasteur Institute of Paris) for the detection of antibodies against SARS-CoV-2 in comparison to other commercial antibody assays through a large cross-European study.",0
"RESULTS: The faculty/student role demographic categories (n = 267) included resident physicians, resident chaplains, attending physicians, medical center faculty, and hospital administrative/managerial clinical staff.",0
Among them 33(44%) were frontline workers and rest of them 42 (56%) were non-frontline workers.,0
Did MSNBC Reporter Say ‘I Hope Coronavirus Kills People and Hurts Trump’s Reelection’?,1
Video shows Bahrainian women running from hospitals where they were being quarantined because of COVID-19.,1
Boston Medical Center also launched the COVID Recuperation Unit to allow patients experiencing homelessness to recover from mild to moderate COVID-19 infection in an environment that took a harm-reduction approach to SUDs and provided rapid initiation of medication treatment.,0
He claims the video was shot on March 31.,1
US students sing India’s national anthem after India agreed to supply Hydroxychloroquine.,1
Multiple posts on social media in Nigeria claim that the United Kingdom terminated a deal with Chinese tech company Huawei after receiving contaminated coronavirus test kits.,1
An image shows a train transporting the COVID-19 virus.,1
Disinfectant gel causes cancer.,1
"A picture showing many hospital beds, with patients on it, concentrated in very small area.",1
Those challenges range from security and trust of the information ecosystem to adversarial artificial intelligence and machine learning.,0
The Syrian Governorate of Suwayda is quarrying 525 citizens on suspicion of having COVID-19.,1
"Beijing and Shanghai have been preserved from the pandemia of COVID-19, proof that the virus has been created and used by China as a weapon.",1
"PATIENTS: A total of 10,362 patients with confirmed coronavirus disease 2019 with a start of critical care between March 1, 2020, and June 22, 2020, of whom 9,990 were eligible (excluding patients with a duration of critical care less than 24 hr or missing core variables).",0
"Utilizing an online survey, the current study aimed to better understand the presence, and extent, of the association between COVID-19-related experiences and past-month suicidal thoughts and behaviors among adults in the United States recruited via Amazon Mechanical Turk (n = 907).",0
Italian Prime Minister Giuseppe Conte broke down amid COVID-19 deaths in his country.,1
"People with a long-term health condition reported a less strong social network, more loneliness, more general practitioner (GP) and hospital visits, and poorer mental health than those with no long-term health conditions.",0
Brazilian Supreme Court denied order for army hospitals to treat COVID-19 patients.,1
We show that individuals with documented history of seasonal coronavirus have a similar SARS-CoV-2 infection rate and COVID-19 severity as those with no prior history of seasonal coronavirus.,0
All RT-PCR strategies detected more true negatives than the symptom-only strategy.,0
"Increasing soluble ACE2 has been associated with heart failure, cardiovascular disease, and cardiac remodelling.",0
Tools to help guide patients during this susceptible time are needed.,0
"Since ACE2 is required for the binding of SARS-CoV-2 on the host cells, ACE2 inhibitors and blockers have got wider attention, in addition to S-protein and M(pro) modulators as potential therapeutics for COVID-19.",0
"Consuming a cup of brown sugar per day can cure COVID-19, the disease caused by the novel coronavirus.",1
A post shows a rail freight tanker with “COVID-19” stamped on one side.,1
"Indeed, over the past two decades, several outbreaks and pandemics, from SARS to Ebola, have tested our ability to respond to a disease threat and provided the opportunity to refine our preparedness systems.",0
A photo has been shared hundreds of times in multiple Facebook posts that claim it shows doctors and nurses in Italy who died from COVID-19.,1
Soaking in the sea can treat COVID-19.,1
The mask will not protect.,1
The British already have a natural immunity to COVID-19.,1
Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus.,1
A total of 2970 participants from 18 countries participated in the current study.,0
"The increase in body weight was positively correlated with age (Rs = 0.14, p < 0.05) and BMI (Rs = 0.20, p < 0.05).",0
Chinese official detainted a CoV case.,1
"Although studies have demonstrated anti-spike and -RBD antibodies to be protective in animal models, and convalescent plasma as a promising therapeutic option, little is known about immunoglobulin (Ig) isotypes capable of blocking infection.",0
The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea.,1
We estimated that public sector contributions lead to [≥]30% reductions in COVID-19-related healthcare resource utilization.,0
The hospitalization risk of MI admission increased in the ≥ 65 age group at 1–8 days delay under low ambient temperature conditions.,0
List of points from an interview of HDFC bank’s Managing Director Aditya Puri stating how India will survive and make it big post the current lockdown due to COVID-19.,1
The protocol consisted of the following steps: definition of scope; eligibility criteria; information sources; search strategies; selection of studies; and data extraction.,0
"Alleged images of markets that have been sacked by angry mobs because of the lockdown, in São Paulo.",1
Comparisons of outcomes between pet owners and non-pet owners with subgroup analyses were performed within a propensity score-matched subset (n = 566) of respondents.,0
"Professor Wong Kin-Chung offers tips to delay the progress of COVID-19: Rinse mouth with cold salty water; drink water and red wine; take Vitamin C; eat chicken soup, shiitake mushrooms, astragalus, codonopsis and ginseng.",1
The worldwide severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) outbreak has led to the rapid spread of coronavirus disease (COVID-19).,0
Molecular dynamics simulation studies on the first four compounds predicted to be the most active were conducted to verify that the poses foreseen by the docking were stable.,0
"The reported 14.9% exposure/convalescent rate is lower than the reported 20% by the Department of Health and Governor Andrew Cuomo and may represent a better utilization of personal protective equipment, better hand washing techniques, and better disinfection procedures combined with strict social distancing.",0
Thieves in Madrid are pretending to be doctors to steal from people’s houses.,1
Lacoteferrin prevents and helps prevent coronavirus.,1
Putin accuses US and EU leaders of artificially creating COVID-19 to reduce world population.,1
"Recurring patterns of disease were identified, with neuroimaging abnormalities ranging from mild to severe.",0
"The relative level of in vitro secreted IgG was measurable in positive subjects, ranging from 7 to 50 ng/well.",0
“Bill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus – in simulation ran 3 months ago”,1
SARS-CoV-2 is primarily transmitted through respiratory droplets and by contact.,0
"The 3 year old son of the Puerto Rican artist Luis Fonsi, Rocco Rodríguez López, has died of COVID-19.",1
The final multivariable model was tested on the validation cohort.,0
"However, the difficulty of the search task does impact how efficient people are when the distractor set is replaced.",0
"A video shared thousands of times on Facebook, Twitter and Instagram purports to show hundreds of Nigerians scrambling for food amid a lockdown prompted by the novel coronavirus.",1
We performed bedside open surgical tracheostomy and induced transient apnoea periprocedur along with carinal intubation.,0
"With the exponential increase in the number of cases and necessity to screen large number of people, there is a steep increase in the demand for diagnostic kits.",0
"Whales are spotted at Bombay High, the offshore rig for the Oil and Natural Gas Corporation
in India.",1
OBJECTIVES: A seroprevalence study of SARS-CoV-2 was conducted in a high-incidence area located in North-eastern Italy.,0
"Severe COVID-19 was characterized by an increase of proliferating, metabolically hyperactive plasmablasts.",0
"Enacting these behaviors for the parent presented challenges, but the responsibility for children to follow protocol properly was an even more daunting undertaking.",0
Coronavirus can live only up to 12 hours on any surface.,1
Indian industrialist tweets that a specific mask can kill viruses.,1
"Therefore, a re-evaluation of renal function following recovery from COVID-19 should be recommended.",0
A Facebook post claimed that a message from Stanford hospital gives advice to drink water every 15 minutes in order to prevent COVID-19,1
"Sixty-five experts from 24 countries, representing the entire EAES board, were invited.",0
A video purportedly shows a winged creature atop the dome of a structure has been viewed tens of thousands of times on Facebook and YouTube alongside a claim that it shows “the image of a devil” on the roof of a church in Italy.,1
"Importantly, pre-activation of the virus allowed it to bypass the need for endosomal acidification for viral fusion and productive entry.",0
"Image of tired Sri Lankan healthcare professionals lying on the ground, inside a operating theater room.",1
A Cuban vaccine cured 1.500 people infected with the new coronavirus.,1
The patient responded to intravenous immunoglobulin (IVIG) treatment.,0
"Moreover, serum IgG2a and IgG2b antibody titers in CH9V-immunized mice were significantly lower than those of IH9V alone group.",0
Brazilian beverage company Ambev stops beer production.,1
Northern Ireland Government has contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily.,1
Forty-four breast milk samples were collected from 16 of the 24 mothers with confirmed COVID-19 for the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) ribonucleic acid (RNA) and antibodies (IgM and IgG) testing.,0
COVID-19 patients will not show symptoms for the first 14 days.,1
The sensitivity of our assay was determined to be 10 viral copies per reaction.,0
"Conclusions Starting with a blank page, a national programme has been established with the aim of improving the oral health of older people living in care homes in Wales.",0
Food and locations are contaminated in Australia.,1
"A graphic purportedly shows a news bulletin about an alleged extension of a COVID-19 lockdown in the Philippines until May 30, 2020, has been shared repeatedly in multiple Facebook posts claiming to reference a government announcement.",1
"RESULTS: In vitro, nitric oxide and cytokines levels were significantly lowered by JWH-133 treatment.",0
"The simulation results show that governments prioritize the accuracy of disclosed information over the disclosing speed when there is a high-level medical recognition of the virus and a high public health awareness, while, for the opposite situation, more strict information blocking is preferred Furthermore, an unaccountable government tends to delay disclosing, a risk-averse government prefers a total blocking, and a low government credibility will discount the effect of information disclosing and aggravate the situation These findings suggest that information intervention is indispensable for containing the outbreak of infectious disease, but its effectiveness depends on a complicated way on both external social/epidemic factors and the governments&rsquo;internal preferences and governance capability, for which more thorough investigations are needed in the future",0
"During hospitalization, family visits inside or outside the patient's room were possible for 36 patients (80.0%); 13 patients (28.9%) had virtual visits with a relative or friend.",0
"AIMS: In this study, we investigate the incidence of postponed, medically necessary, time-sensitive urological procedures due to a patient’s unwillingness to proceed to a recommended surgical intervention during the first phase of the SARS-CoV-2 pandemic.",0
Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar.,1
"Video Abstract is available for insights from the authors (see the Video, Supplemental Digital Content 1, available at: http://links.lww.com/JNPT/A328).",0
"The underlying technology was developed to meet the needs for performance, transparency, user acceptance and ease of use, central aspects to the adoption of AI-based decision support systems.",0
The coronavirus was transmitted from bats to street dogs.,1
Biofilm-forming ability may vary significantly among different Listeria (L.) monocytogenes strains.,0
The development and availability of accessible and efficient therapy are essential for the treatment of patients.,0
"A blog article claiming that, according to the European Parliament, 5G accelerates the COVID-19 pandemic.",1
Image of a mother unable to feed her suckling as she battles COVID-19.,1
"Currently, many clinical trials on HCQ prophylaxis in HCW are ongoing; these factors should be taken into account.",0
Muslim People in China seeking refuge in Islam by reading Quran to save themselves from COVID-19.,1
"The articles discussed different technological specifications for the RTMUS system, but all showed that adequate images were able to be obtained.",0
"When people do that, they transfer all kinds of chemicals from ladies’ private parts and that’s where I think the (corona)virus came from.”",1
A growing number of studies have found that tele-neurorehabilitation produces equivalent results to usual care for a variety of outcomes including activities of daily living and health related quality of life.,0
"Here, we use social media data to study complexity of polarization.",0
Saint Luke’s Hospital of the USA says consuming alcohol can reduce the risk of COVID-19.,1
CONCLUSION: The rate of readmission after discharge from hospital for COVID-19 was low.,0
The government would have done that in order to obtain “Bill Gates’ vaccine”.,1
"Results: Respondents indicated worrying more about the situation in their country and their close ones contracting the virus, than about their own health and financial situation.",0
METHODS: Forty patients with severe OSAHS (apnea–hypoxia index [AHI]>30) were enrolled prospectively and randomized into an intervention group that used the app for 90 sessions or a control group.,0
• Innovative approaches for Streptomyces-based biotransformation of drugs are reviewed.,0
Some portals published a photo that they claim was taken on the buses of the Public Transport Company in Skopje.,1
"Claimed to be in Madrid, New York, Barcelona, among others.",1
Video showing how Iraqis took to the streets in refusal to extend the curfew imposed to prevent the outbreak of coronavirus.,1
"Gloria “Ka Bea” Arellano, chairperson of urban poor group Kadamay, asked for a house with free Wi-Fi in connection with the stay-at-home prescription under the enhanced community quarantine.",1
"State of emergency begins on Tuesday, the 17th, according to article 116 of the Constitution",1
"Analysis of the fit of the revised model Nomed χ(2) (CIMIN/df) value of less was: fit indices to 2.05 RMSEA = 0.07, RMR = 0.04, SRMR = 0.06, GFI = 0.85, IFI = 0.91, TLI = 0.90, CFI = 0.91.",0
Elderberry syrup protects against the coronavirus.,1
"Although studies have demonstrated anti-spike and - RBD antibodies to be protective in animal models and convalescent plasma as a promising therapeutic option, little is known about immunoglobulin (Ig) isotypes capable of blocking infection.",0
"AZM significantly decreased left ventricular ejection fraction (LVEF) and left ventricular fraction shortening (LVFS) on days 3, 6, and 9, whereas HCQ + AZM only decreased LVEF and LVFS on day 9.",0
"In addition, Zn is an important modulator of immune responses, especially in the respiratory tract.",0
It is well recognized that telehealth visits will not supplant all patient--physician interactions but is a very acceptable first step in the majority of cases and can often steer the patient to subsequently undergo more selective and streamlined care.,0
COVID is disseminated intravascular coagulation (thrombosis).,1
"Current testing methods require in-person collection of biospecimens by a healthcare worker, limiting access of individuals who do not have access to testing facilities while placing both patients and healthcare workers at risk of exposure to infection.",0
Just under 10% of participants had directly experienced some form of family harm over the lockdown period.,0
The post claimed that this video is a proof that Tablighi community is spreading coronavirus in India.,1
A beautiful Italian nurse has died because of coronavirus.,1
"Risk factors for severe COVID-19 include older age, ethnicity, sex, comorbidities, and living conditions.",0
"In our least absolute shrinkage and selection operator regression model, low albumin levels (OR, 4.48; 95% confidence interval, 1.16-17.27) were associated with higher risk of death.",0
Indian muslims violating lockdown protocols by gathering and offering Namaz on rooftops.,1
The objectives of this study were to analyze the psychological impact of the COVID-19 pandemic and the lockdown in the Spanish population and to identify what population profiles were most affected.,0
We present two case reports to illustrate how we used technology and COVID-19 specific decision-making frameworks to deliver acute rehabilitation.,0
"Model discrimination was confirmed on the validation cohort (c-index [95%CI] = 0.789 [0.758–0.823]), also using CT measurements from a second reader (c-index [95%CI] = 0.790 [0.753;0.825]).",0
São Paulo’s governor João Doria’s disapproval rate reached 98% during COVID-19 lockdown.,1
Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,1
The coronavirus is a “virus weapon” as lethal as Ebola.,1
Ali Gomaa ( famous islamic sheikh) in his program said that 5G may have had a role in the spread of COVID-19.,1
"We, therefore, develop a simulated annealing (SA) heuristic for efficient solution in real-time.",0
BACKGROUND: Covid-19 is a rapidly spreading viral disease that can cause severe acute respiratory distress syndrome (ARDS).,0
Red soap and white handkerchiefs are good against the coronavirus.,1
"A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",1
METHODS: Multivariable analysis of clinical and serological parameters in 103 confirmed COVID‐19 convalescent plasma donors 28 days or more following symptom resolution was performed.,0
"CONCLUSION: This EWS allows for prediction of decompensation, defined as transfer to an ICU or death, in COVID-19 patients with excellent specificity and a high positive predictive value.",0
"In order to take money from PM National Relief Fund (PMNRF), Congress President’s permission is required, that is why PM CARES is created.",1
Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.,1
Estimates of infections and symptomatic infections were combined with estimates of the hospitalization ratio and fatality ratio to derive estimates of SARS-CoV-2 hospitalizations and deaths.,0
The WHO approves anti-malarial drug Chloroquine for COVID-19.,1
"A combination of hs-CRP and WBC may predict positive retesting by RT-PCR; however, the sensitivity and specificity should be studied further.",0
Foo Fighters frontman Dave Grohl was diagnosed with COVID-19.,1
The COVID-19 pandemic caused the death of 0.003% of the world population.,1
